actor,date,implementer,ngo,status,paid_amount,total_amount
European Commission EuropeAid Development and Cooperation,2020-09-23,World Health Organization,False,commitment,0,1173709
European Commission EuropeAid Development and Cooperation,2020-12-01,International Organization for Migration,False,commitment,0,597372
"Cameroon, Government of",2020-05-18,Action Contre la Faim,True,paid,1634718,1634718
United Nations Human Settlements Programme (UN-HABITAT),2020-06-17,United Nations Population Fund,False,paid,99959,99959
UN Women,2020-07-07,United Nations Population Fund,False,paid,109086,109086
UN Women,2020-07-21,United Nations Population Fund,False,paid,14040,14040
"United Nations Educational, Scientific and Cultural Organization",2020-10-08,United Nations Children's Fund,False,commitment,0,60000
"United Nations Educational, Scientific and Cultural Organization",2020-11-09,United Nations Children's Fund,False,paid,4301614,4301614
"United Nations Educational, Scientific and Cultural Organization",2020-11-16,Smile Again Africa Development Organization,True,paid,17000,17000
United Nations Office for Project Services,2020-08-06,United Nations Population Fund,False,paid,400000,400000
ChildFund Korea,2020-05-05,Stop Poverty Communal Initiative,True,paid,50000,50000
Taiwan International Cooperation and Development Fund,2020-09-01,Terre des Hommes International,True,commitment,0,200000
Stichting Vluchteling,2020-06-10,INTERSOS Humanitarian Aid Organization,True,paid,226559,226559
ZOA,2020-10-04,ZOA,True,paid,117371,117371
"Chad, Government of",2020-05-22,World Food Programme,False,paid,22000000,22000000
The Pacific Community (former South Pacific Commission),2020-08-12,United Nations Children's Fund,False,paid,528886,528886
UNICEF National Committee/Czech Republic,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,76066,76066
UNICEF National Committee/Andorra,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,34130,34130
UNICEF National Committee/Norway,2020-10-06,COVID-19 Humanitarian Thematic Fund,True,paid,461655,461655
Qatar Charity,2020-04-15,Qatar Charity,True,commitment,2840925,17316984
Qatar Charity,2020-03-01,Qatar Charity,True,paid,2365844,2365844
Office for the Coordination of Humanitarian Affairs,2020-01-05,International Rescue Committee,True,paid,450000,450000
Syrian Arab Republic Humanitarian Fund,2020-11-06,United Nations Human Settlements Programme (UN-HABITAT),False,paid,372912,372912
Syrian Arab Republic Humanitarian Fund,2020-11-12,Child Care Society,True,paid,259779,259779
Caritas Australia,2020-01-01,Catholic Agency for Overseas Development,True,paid,75000,75000
Trocaire,2020-01-01,Catholic Agency for Overseas Development,True,paid,17544,17544
Catholic Agency for Overseas Development,2020-07-01,Catholic Agency for Overseas Development,True,paid,109961,109961
United Nations Mission in South Sudan,2020-07-01,Lulu Care - South Sudan,True,commitment,0,4000
Dutch Relief Alliance,2020-11-12,CARE International,True,paid,476923,476923
Dutch Relief Alliance,2020-12-10,Catholic Organisation for Relief and Development Aid,True,paid,444846,444846
"Global Fund to Fight AIDS, Tuberculosis and Malaria",2020-06-17,United Nations Joint Programme on HIV/AIDS,False,paid,300000,300000
ChildFund International,2020-10-06,ChildFund International,True,paid,100000,100000
Plan International,2020-10-06,Plan International,True,paid,70000,70000
Plan International,2020-11-18,Voice of the Peace,True,commitment,0,30000
Plan International,2020-11-16,Smile Again Africa Development Organization,True,paid,78278,78278
Habitat for Humanity International,2020-06-12,Habitat for Humanity International,True,paid,63300,63300
United Nations,2020-11-09,World Health Organization,False,commitment,0,9409214
Crown Agents,2020-04-01,International Rescue Committee,True,paid,100000,100000
Solidarités International,2020-05-01,Solidarités International,True,paid,106564,106564
The Center for Disaster Philanthropy,2020-07-27,Norwegian Refugee Council,True,commitment,0,250000
AGIR Foundation,2020-06-04,Solidarités International,True,paid,58754,58754
Swiss Development Cooperation/Swiss Humanitarian Aid,2020-09-15,World Health Organization,False,commitment,0,120000
Swiss Development Cooperation/Swiss Humanitarian Aid,2020-11-16,Smile Again Africa Development Organization,True,paid,182836,182836
Swiss Development Cooperation/Swiss Humanitarian Aid,2020-12-03,OXFAM,True,commitment,0,2207506
Clinton Health Access Initiative,2020-09-11,World Health Organization,False,commitment,0,243761
"Catholic Agency for Overseas Development,Trocaire",2020-04-01,Catholic Agency for Overseas Development,True,paid,18890,18890
Secours Catholique – Caritas France,2020-01-01,Catholic Agency for Overseas Development,True,paid,15000,15000
Save the Children,2020-11-16,Smile Again Africa Development Organization,True,paid,1000000,1000000
Stromme Foundation,2020-11-16,Smile Again Africa Development Organization,True,paid,158954,158954
"Mozambique, Government of",2020-08-11,World Health Organization,False,commitment,0,196502
Southern African Development Community,2020-08-26,World Health Organization,False,commitment,0,8503380
East African Community Services,2020-09-02,World Health Organization,False,commitment,0,8518534
"Gabon, Government of",2020-09-15,World Health Organization,False,commitment,0,587590
Jordan Humanitarian Fund,2020-11-20,International Catholic Migration Commission,True,paid,330674,330674
Jordan Humanitarian Fund,2020-11-25,Save the Children Jordan,True,paid,739691,739691
Jordan Humanitarian Fund,2020-12-03,HelpAge International UK,True,paid,189691,189691
Unilever,2020-05-01,Save the Children,True,paid,1164009,1164009
COVID-19 Humanitarian Thematic Fund,2020-04-01,Save the Children,True,paid,247164,247164
CARITAS,2020-12-10,Catholic Organisation for Relief and Development Aid,True,paid,29869,29869
GlaxoSmithKline,2020-12-14,Save the Children,True,paid,346316,346316
Caritas Germany (DCV),2020-05-01,Africa Development Aid,True,paid,53544,53544
Syria Cross-border Humanitarian Fund,2020-12-23,Sadad Humanitarian Organization,True,paid,1606662,1606662
